# Order_Type Price Size
# Order_Type: 1=Buy, 0=Sell
1 100.63 42
0 100.63 55
1 100.63 72
1 100.62 45
0 100.63 223
1 100.63 115
1 100.64 99
0 100.64 35
1 100.64 17
0 100.65 90
1 100.64 20
1 100.65 89
1 100.65 70
1 100.65 14
0 100.65 21
0 100.65 117
0 100.65 39
1 100.65 33
1 100.65 37
0 100.64 36
1 100.65 31
0 100.66 44
1 100.66 172
1 100.66 54
1 100.67 312
1 100.67 84
1 100.67 42
0 100.68 39
1 100.67 212
0 100.67 59
1 100.67 28
1 100.69 118
1 100.68 63
0 100.68 10
0 100.68 9
1 100.69 23
1 100.69 13
1 100.69 22
0 100.68 11
1 100.68 14
1 100.68 32
1 100.68 38
1 100.68 115
0 100.68 63
1 100.68 146
1 100.68 71
1 100.68 25
1 100.68 65
1 100.68 47
1 100.68 132
1 100.68 77
1 100.67 46
1 100.68 110
0 100.67 27
0 100.66 120
0 100.67 47
1 100.67 82
0 100.67 23
0 100.67 15
1 100.67 104
1 100.67 215
0 100.67 24
1 100.67 19
1 100.67 152
1 100.67 44
1 100.66 375
1 100.67 170
0 100.66 77
1 100.67 90
0 100.66 26
1 100.65 104
1 100.65 19
0 100.65 82
1 100.64 379
1 100.64 68
1 100.65 82
0 100.65 234
0 100.64 10
1 100.64 206
0 100.63 49
0 100.64 166
0 100.64 7
0 100.64 175
0 100.64 41
1 100.63 134
1 100.64 11
1 100.64 72
0 100.64 4
0 100.64 135
1 100.64 104
0 100.64 29
0 100.64 6
1 100.65 115
0 100.65 23
0 100.66 28
0 100.66 60
0 100.66 108
1 100.65 15
1 100.65 4
0 100.65 183
0 100.64 38
0 100.64 58
0 100.65 44
1 100.64 55
1 100.65 70
1 100.64 29
1 100.64 90
1 100.65 102
0 100.64 203
1 100.65 78
1 100.64 34
0 100.64 11
0 100.65 94
1 100.65 76
1 100.65 27
0 100.65 34
0 100.66 25
1 100.65 115
0 100.65 11
1 100.65 175
0 100.64 229
1 100.64 42
0 100.63 55
1 100.63 229
0 100.63 53
1 100.63 27
1 100.62 50
1 100.62 16
1 100.62 276
0 100.61 17
0 100.62 68
0 100.62 19
1 100.62 97
0 100.63 126
1 100.63 156
1 100.63 51
1 100.62 12
0 100.63 19
1 100.63 23
1 100.63 66
0 100.63 12
1 100.62 71
1 100.62 32
0 100.63 23
1 100.63 47
1 100.62 368
0 100.62 53
0 100.61 57
1 100.61 173
0 100.61 71
0 100.61 107
1 100.62 191
1 100.61 87
1 100.61 110
0 100.61 281
0 100.61 38
0 100.61 69
0 100.61 223
0 100.62 126
0 100.61 124
0 100.61 48
1 100.60 78
1 100.60 14
0 100.60 30
0 100.60 38
1 100.60 30
0 100.60 67
0 100.60 57
0 100.60 165
0 100.59 274
0 100.59 461
1 100.60 48
1 100.61 28
0 100.60 16
1 100.61 164
0 100.61 47
1 100.61 27
0 100.61 103
0 100.61 15
1 100.61 61
0 100.60 21
1 100.60 15
1 100.60 15
1 100.60 31
1 100.60 61
0 100.60 127
1 100.60 11
1 100.59 42
0 100.59 348
0 100.60 112
0 100.60 118
1 100.60 190
0 100.61 70
0 100.61 22
0 100.61 57
0 100.61 32
1 100.61 32
0 100.61 30
1 100.61 184
1 100.61 154
0 100.61 63
1 100.61 37
0 100.61 106
0 100.61 117
0 100.62 56
0 100.62 72
1 100.62 22
1 100.62 27
0 100.62 43
1 100.62 41
0 100.62 8
1 100.62 40
0 100.61 165
1 100.61 286
0 100.62 162
0 100.63 21
0 100.64 227
1 100.63 30
0 100.65 91
0 100.65 36
1 100.66 152
1 100.66 95
1 100.65 72
0 100.65 191
0 100.65 27
0 100.65 120
1 100.64 104
0 100.64 827
0 100.65 22
1 100.65 60
0 100.65 40
1 100.65 10
0 100.65 65
1 100.65 4
1 100.65 28
1 100.65 14
1 100.64 18
1 100.66 41
1 100.66 34
0 100.67 1477
1 100.68 19
0 100.68 13
0 100.68 306
1 100.68 48
0 100.68 23
1 100.69 124
0 100.68 14
1 100.68 231
0 100.69 34
0 100.69 26
1 100.69 12
1 100.69 18
1 100.71 104
0 100.70 67
0 100.70 29
1 100.70 29
1 100.69 54
0 100.69 11
1 100.69 37
1 100.69 35
0 100.70 16
1 100.70 98
1 100.69 58
1 100.70 23
1 100.70 10
0 100.69 73
0 100.69 37
0 100.69 14
1 100.69 79
1 100.69 20
1 100.70 114
0 100.70 24
1 100.70 19
0 100.70 20
1 100.70 73
1 100.70 57
1 100.69 197
0 100.69 17
0 100.69 216
0 100.70 111
1 100.70 148
0 100.70 98
1 100.70 213
1 100.70 244
0 100.71 61
1 100.70 71
0 100.70 240
1 100.70 32
1 100.70 38
1 100.69 176
1 100.69 27
1 100.70 33
1 100.70 27
0 100.69 25
1 100.70 22
0 100.69 13
1 100.70 77
1 100.70 31
1 100.71 34
1 100.71 44
1 100.72 40
0 100.72 112
1 100.72 83
1 100.72 156
1 100.72 208
0 100.73 83
0 100.72 9
0 100.72 40
0 100.72 27
0 100.72 41
1 100.72 25
1 100.73 788
0 100.73 6
1 100.74 76
1 100.73 56
0 100.74 154
0 100.75 114
1 100.75 64
0 100.74 140
0 100.75 22
1 100.75 50
0 100.75 30
1 100.75 72
1 100.74 104
1 100.74 27
1 100.74 820
0 100.73 350
1 100.74 170
1 100.74 95
1 100.74 55
1 100.75 39
0 100.75 77
1 100.74 144
1 100.75 823
1 100.75 513
1 100.74 60
1 100.74 23
0 100.74 34
1 100.73 78
0 100.74 50
1 100.74 110
1 100.74 56
1 100.75 17
0 100.75 26
0 100.75 121
1 100.75 189
1 100.75 74
1 100.75 76
0 100.74 318
1 100.74 147
0 100.74 159
0 100.74 21
0 100.74 8
1 100.75 155
0 100.75 34
1 100.74 606
1 100.73 130
1 100.73 113
0 100.73 44
1 100.74 103
1 100.74 29
0 100.74 59
1 100.74 98
0 100.73 60
1 100.74 54
0 100.75 73
0 100.75 158
0 100.75 13
1 100.74 113
0 100.74 83
1 100.74 55
1 100.73 43
1 100.73 18
1 100.72 33
0 100.72 24
1 100.72 46
1 100.73 178
0 100.72 34
0 100.71 29
0 100.71 12
0 100.70 21
0 100.70 11
0 100.69 20
0 100.68 80
0 100.68 96
0 100.68 17
1 100.67 14
0 100.67 27
1 100.67 114
0 100.66 27
0 100.67 52
0 100.67 72
1 100.67 36
1 100.66 30
1 100.67 35
1 100.67 63
0 100.68 77
1 100.69 343
0 100.69 26
1 100.69 62
0 100.69 189
0 100.68 53
1 100.68 86
0 100.69 90
0 100.70 66
0 100.70 69
1 100.70 50
1 100.71 100
1 100.71 27
1 100.71 48
0 100.72 110
0 100.72 116
0 100.72 53
0 100.73 31
1 100.72 130
0 100.73 151
1 100.73 56
1 100.74 264
1 100.74 21
1 100.73 16
1 100.74 34
0 100.74 18
0 100.74 18
1 100.75 12
1 100.74 98
0 100.74 111
0 100.75 145
0 100.75 318
1 100.75 45
1 100.76 53
1 100.77 81
1 100.77 12
1 100.78 225
1 100.77 44
0 100.78 86
1 100.77 27
1 100.77 13
0 100.77 98
1 100.76 80
1 100.77 52
1 100.76 95
1 100.77 65
0 100.77 25
1 100.78 58
1 100.78 76
1 100.78 11
1 100.78 71
0 100.78 75
1 100.78 166
1 100.78 41
1 100.77 33
0 100.77 24
1 100.77 28
1 100.78 67
0 100.78 68
1 100.78 27
0 100.79 176
0 100.80 125
0 100.79 81
1 100.80 140
1 100.81 69
0 100.81 63
1 100.80 25
1 100.80 110
0 100.80 33
1 100.81 169
1 100.81 321
0 100.82 59
1 100.82 40
1 100.82 122
0 100.82 110
0 100.81 56
1 100.81 112
1 100.82 101
1 100.80 73
1 100.80 156
1 100.81 13
0 100.81 168
1 100.81 11
1 100.80 45
0 100.80 91
1 100.79 94
0 100.78 33
1 100.78 793
1 100.78 602
1 100.78 39
0 100.78 66
0 100.77 36
1 100.76 18
0 100.76 29
0 100.77 105
1 100.77 33
1 100.77 22
1 100.77 73
0 100.77 8
0 100.76 63
0 100.76 45
0 100.76 203
1 100.76 60
0 100.76 122
1 100.76 55
1 100.76 74
0 100.76 46
1 100.75 46
0 100.75 148
0 100.75 66
1 100.75 22
0 100.76 47
1 100.76 213
0 100.76 34
0 100.76 45
0 100.77 38
1 100.77 39
0 100.77 126
1 100.77 63
0 100.77 159
1 100.76 7
0 100.76 81
0 100.77 28
0 100.77 29
0 100.77 21
0 100.77 52
1 100.77 6
1 100.77 57
0 100.77 36
1 100.77 19
1 100.76 120
0 100.76 87
1 100.76 21
1 100.76 112
0 100.75 77
1 100.75 41
0 100.75 5
1 100.76 52
1 100.76 88
0 100.77 18
0 100.76 91
1 100.75 12
0 100.75 208
1 100.75 11
1 100.75 10
1 100.75 38
1 100.74 29
0 100.75 76
0 100.75 7
0 100.75 32
0 100.76 63
0 100.75 14
1 100.75 57
1 100.75 28
1 100.75 41
1 100.76 16
0 100.75 18
1 100.74 81
0 100.74 24
1 100.74 201
1 100.74 128
1 100.73 10
1 100.73 92
0 100.73 17
1 100.72 74
0 100.72 185
0 100.72 140
0 100.71 122
1 100.71 6
0 100.71 13
0 100.71 27
0 100.70 143
0 100.70 40
0 100.70 7
0 100.71 99
1 100.71 13
1 100.71 91
1 100.71 20
1 100.71 27
1 100.71 75
0 100.72 89
0 100.71 30
0 100.70 106
1 100.70 26
0 100.70 51
1 100.71 74
1 100.71 30
0 100.71 118
0 100.71 13
1 100.71 84
1 100.71 143
1 100.72 39
0 100.72 32
1 100.72 64
0 100.71 190
0 100.71 60
0 100.72 34
1 100.71 105
1 100.71 187
1 100.70 57
1 100.71 77
1 100.70 9
1 100.71 54
1 100.72 69
1 100.72 57
1 100.72 7
1 100.72 20
0 100.72 17
0 100.73 145
1 100.73 50
0 100.74 112
1 100.73 21
0 100.74 42
0 100.75 89
1 100.74 28
1 100.75 199
1 100.74 114
0 100.74 54
1 100.74 77
0 100.75 64
0 100.74 219
0 100.75 199
0 100.75 114
1 100.76 97
1 100.76 19
0 100.77 69
0 100.77 16
0 100.78 25
1 100.78 54
1 100.78 35
1 100.78 56
0 100.77 233
0 100.77 21
0 100.77 46
1 100.78 41
0 100.78 171
1 100.78 86
0 100.77 102
0 100.77 707
1 100.77 73
0 100.76 21
1 100.76 30
0 100.77 29
1 100.76 42
1 100.77 80
1 100.76 9
0 100.76 16
0 100.76 135
0 100.76 42
0 100.75 63
0 100.75 157
0 100.77 21
0 100.77 59
0 100.77 77
1 100.77 46
1 100.76 85
1 100.76 38
0 100.76 62
0 100.76 86
0 100.76 123
1 100.76 32
1 100.76 14
1 100.76 48
1 100.76 25
1 100.76 29
0 100.76 85
0 100.75 103
1 100.75 18
0 100.75 34
1 100.74 9
1 100.74 31
1 100.73 77
1 100.73 33
0 100.73 116
0 100.74 145
0 100.73 231
1 100.73 202
1 100.73 117
1 100.72 72
0 100.72 129
0 100.72 33
1 100.72 16
1 100.74 43
1 100.74 144
0 100.73 15
0 100.74 55
1 100.74 75
0 100.74 46
1 100.75 132
0 100.75 137
0 100.75 43
1 100.74 31
1 100.73 9
1 100.73 107
0 100.73 6
1 100.73 148
0 100.72 554
0 100.72 16
0 100.73 40
1 100.72 84
1 100.72 63
1 100.72 48
0 100.72 55
1 100.72 19
1 100.71 28
1 100.71 53
1 100.71 8
0 100.70 152
1 100.70 41
0 100.71 40
0 100.70 73
1 100.71 16
0 100.71 43
1 100.71 277
1 100.69 102
1 100.69 250
1 100.69 144
1 100.69 81
0 100.69 27
1 100.68 30
1 100.68 36
1 100.68 34
0 100.68 143
1 100.68 63
1 100.68 75
0 100.67 118
0 100.69 27
1 100.69 66
1 100.69 73
1 100.68 37
0 100.68 28
1 100.68 52
1 100.69 24
1 100.69 193
0 100.69 36
1 100.69 42
0 100.68 62
0 100.69 21
1 100.69 461
0 100.70 22
1 100.70 29
1 100.69 187
1 100.70 63
1 100.69 96
1 100.70 41
1 100.70 69
1 100.70 106
1 100.70 106
0 100.70 63
1 100.70 70
1 100.69 11
0 100.69 54
0 100.70 351
0 100.70 24
1 100.69 25
0 100.70 17
1 100.70 78
0 100.71 96
1 100.70 2
0 100.71 88
1 100.71 54
0 100.71 108
1 100.71 27
0 100.70 71
1 100.70 116
1 100.70 87
0 100.70 233
1 100.70 391
1 100.70 104
1 100.70 25
1 100.70 11
1 100.70 128
1 100.70 11
0 100.70 44
0 100.70 36
1 100.70 35
1 100.71 33
0 100.71 28
1 100.71 227
0 100.71 126
0 100.71 32
0 100.72 54
0 100.72 22
0 100.73 16
1 100.73 65
1 100.73 90
1 100.73 77
1 100.74 16
1 100.74 57
1 100.74 20
0 100.74 28
0 100.73 19
0 100.74 83
1 100.74 36
1 100.74 125
1 100.74 62
0 100.74 217
0 100.74 3
0 100.74 70
1 100.74 270
1 100.73 104
1 100.74 226
1 100.73 27
0 100.74 63
1 100.74 49
0 100.74 24
1 100.73 12
1 100.73 94
1 100.73 26
0 100.73 119
0 100.73 88
0 100.74 189
0 100.74 142
1 100.74 25
1 100.74 72
0 100.74 25
0 100.75 57
1 100.74 43
1 100.75 42
1 100.74 22
1 100.73 81
1 100.72 117
1 100.72 56
1 100.73 108
1 100.73 70
0 100.72 74
1 100.73 107
0 100.72 135
0 100.72 50
1 100.72 62
1 100.72 110
1 100.72 271
1 100.72 171
0 100.72 83
1 100.73 97
0 100.73 81
0 100.73 88
1 100.74 85
1 100.73 77
0 100.73 61
1 100.73 93
0 100.73 69
1 100.74 44
1 100.74 41
1 100.74 134
1 100.73 45
1 100.73 34
0 100.73 33
0 100.73 33
1 100.73 12
0 100.72 12
0 100.71 29
0 100.72 22
0 100.73 171
1 100.73 67
1 100.73 13
0 100.73 29
1 100.74 111
0 100.74 27
1 100.73 65
1 100.73 9
1 100.73 73
0 100.72 10
1 100.71 64
1 100.72 35
0 100.73 24
1 100.73 60
1 100.73 19
0 100.73 21
0 100.73 76
1 100.72 93
1 100.72 13
0 100.73 41
0 100.72 421
1 100.72 45
1 100.73 109
0 100.73 48
0 100.72 20
1 100.71 30
1 100.70 19
1 100.71 250
1 100.71 52
1 100.71 48
1 100.72 10
0 100.71 155
0 100.72 160
1 100.72 87
1 100.73 15
1 100.72 5
1 100.72 13
1 100.72 66
1 100.72 62
1 100.72 129
0 100.70 163
1 100.70 8
0 100.70 51
0 100.69 151
0 100.70 45
0 100.71 925
1 100.71 10
0 100.70 39
1 100.70 123
0 100.70 80
0 100.70 44
1 100.69 34
0 100.69 12
0 100.69 51
0 100.68 90
0 100.67 33
0 100.67 79
1 100.67 57
1 100.66 143
0 100.67 13
1 100.66 103
0 100.66 50
1 100.66 41
0 100.65 21
1 100.65 46
0 100.66 66
1 100.66 14
1 100.66 90
0 100.66 72
0 100.66 20
1 100.65 39
1 100.65 14
1 100.64 22
1 100.66 58
1 100.67 226
0 100.67 428
0 100.66 35
1 100.67 277
1 100.66 7
0 100.66 61
1 100.67 28
1 100.66 38
0 100.66 37
1 100.66 63
0 100.66 23
0 100.66 71
0 100.67 55
0 100.66 39
1 100.66 18
0 100.66 20
0 100.66 46
0 100.66 9
0 100.67 127
1 100.66 182
0 100.66 88
1 100.67 45
1 100.68 41
0 100.67 130
1 100.69 59
0 100.69 35
1 100.70 203
0 100.70 15
0 100.69 37
1 100.70 62
0 100.70 73
0 100.70 18
1 100.70 121
1 100.71 5
0 100.71 605
0 100.71 49
0 100.70 86
1 100.70 93
1 100.70 70
0 100.70 148
0 100.72 35
1 100.72 23
1 100.71 36
1 100.72 16
0 100.74 498
1 100.74 58
0 100.74 91
0 100.74 58
1 100.73 172
1 100.74 35
0 100.74 30
0 100.73 7
1 100.73 566
0 100.74 31
1 100.74 94
1 100.74 33
0 100.73 327
0 100.74 122
1 100.73 340
1 100.73 60
1 100.73 164
0 100.73 52
1 100.74 143
1 100.74 229
1 100.73 54
0 100.74 69
1 100.72 27
0 100.72 90
1 100.72 103
1 100.72 8
1 100.73 113
1 100.71 171
1 100.71 7
0 100.71 915
0 100.71 25
0 100.71 33
0 100.71 218
1 100.71 6
0 100.71 154
0 100.71 154
0 100.72 87
0 100.72 89
1 100.72 59
0 100.73 45
1 100.73 66
0 100.73 43
1 100.73 15
0 100.73 6
1 100.74 47
0 100.74 4
1 100.75 62
1 100.76 99
0 100.76 22
0 100.77 31
1 100.77 231
1 100.76 15
0 100.76 190
1 100.76 36
0 100.76 40
1 100.76 17
1 100.75 193
1 100.76 125
0 100.75 26
1 100.75 25
1 100.75 7
0 100.75 104
0 100.75 67
0 100.75 8
0 100.74 58
1 100.75 194
0 100.75 98
1 100.74 15
1 100.75 77
1 100.76 209
1 100.76 200
1 100.76 21
1 100.76 15
0 100.76 58
0 100.78 51
0 100.78 26
0 100.78 8
1 100.78 150
1 100.78 19
0 100.78 15
0 100.79 235
1 100.79 29
0 100.78 30
1 100.78 14
1 100.78 106
1 100.78 57
1 100.79 216
0 100.79 75
1 100.79 29
1 100.78 14
1 100.79 71
0 100.79 19
0 100.79 27
1 100.79 119
1 100.79 122
1 100.79 37
0 100.79 468
0 100.79 71
1 100.79 9
1 100.79 38
1 100.79 9
0 100.79 40
1 100.79 40
1 100.79 4
1 100.79 158
1 100.80 209
0 100.79 313
0 100.79 34
1 100.80 42
1 100.80 150
0 100.80 153
1 100.80 36
0 100.80 192
1 100.79 198
1 100.79 144
0 100.78 67
1 100.79 43
1 100.80 26
0 100.79 44
0 100.79 51
1 100.79 116
0 100.79 33
1 100.79 268
1 100.79 101
1 100.79 41
1 100.80 98
1 100.79 403
1 100.79 69
0 100.79 101
1 100.80 150
0 100.80 59
1 100.80 78
1 100.79 16
0 100.78 30
0 100.78 42
1 100.78 18
0 100.78 3
0 100.77 194
0 100.77 65
1 100.77 228
0 100.78 10
1 100.77 80
1 100.77 154
0 100.77 224
1 100.77 11
1 100.77 5
0 100.78 108
1 100.78 154
1 100.78 49
1 100.77 151
1 100.77 275
0 100.77 60
0 100.77 19
1 100.78 178
1 100.78 147
0 100.78 97
1 100.78 57
0 100.78 111
1 100.76 112
0 100.76 78
1 100.76 169
1 100.75 75
0 100.76 25
0 100.76 201
1 100.76 34
0 100.75 179
1 100.75 249
1 100.75 34
0 100.75 17
0 100.76 179
0 100.75 167
0 100.76 85
0 100.76 37
0 100.76 49
1 100.76 78
0 100.76 49
0 100.75 18
0 100.75 53
0 100.75 253
0 100.76 85
0 100.76 130
0 100.77 327
0 100.78 641
1 100.78 38
0 100.78 76
0 100.78 23
0 100.78 54
0 100.77 23
0 100.78 193
1 100.78 13
0 100.78 287
1 100.77 17
0 100.76 90
1 100.77 29
1 100.77 54
0 100.77 98
0 100.77 171
0 100.78 40
0 100.78 24
0 100.78 78
1 100.78 73
1 100.78 75
0 100.78 26
0 100.80 180
1 100.80 7
1 100.80 38
0 100.81 41
1 100.80 35
1 100.80 37
0 100.80 39
1 100.80 29
0 100.80 18
1 100.81 40
1 100.80 55
1 100.80 23
1 100.80 40
0 100.80 261
1 100.81 29
1 100.82 69
0 100.82 221
1 100.83 33
1 100.82 67
1 100.82 73
1 100.82 30
1 100.83 9
0 100.83 148
1 100.84 76
1 100.84 99
1 100.84 18
1 100.84 28
1 100.84 238
1 100.84 65
1 100.83 211
1 100.82 222
1 100.82 15
1 100.83 29
1 100.82 42
0 100.83 9
1 100.83 124
1 100.83 13
1 100.83 49
1 100.83 4
1 100.84 83
0 100.84 170
0 100.84 67
1 100.84 34
1 100.84 111
1 100.84 87
0 100.84 30
0 100.85 227
0 100.84 46
1 100.85 132
1 100.85 92
1 100.85 66
1 100.85 49
1 100.85 64
0 100.85 19
1 100.86 161
1 100.87 184
1 100.86 179
1 100.86 92
0 100.86 28
1 100.87 26
1 100.87 20
0 100.88 5
1 100.88 33
1 100.87 268
0 100.87 142
0 100.87 47
0 100.88 159
0 100.89 40
0 100.90 73
1 100.89 46
0 100.89 83
1 100.89 109
0 100.89 6
0 100.89 71
0 100.89 23
1 100.89 52
1 100.88 17
1 100.89 310
0 100.89 339
1 100.88 90
0 100.89 62
0 100.89 298
0 100.88 135
1 100.88 39
0 100.88 97
0 100.89 18
1 100.88 34
1 100.89 78
1 100.89 65
1 100.89 24
0 100.89 20
1 100.88 40
1 100.88 23
1 100.89 31
1 100.89 20
0 100.89 13
0 100.89 258
0 100.89 513
1 100.88 36
1 100.89 77
1 100.89 32
0 100.90 14
1 100.90 19
1 100.90 23
1 100.90 60
1 100.90 9
1 100.90 147
0 100.89 21
0 100.89 94
1 100.89 8
0 100.90 95
1 100.89 50
0 100.89 80
1 100.90 49
0 100.90 88
1 100.90 50
1 100.92 62
1 100.92 59
0 100.91 67
0 100.91 27
1 100.92 50
1 100.91 7
1 100.92 26
1 100.92 69
0 100.92 43
0 100.93 128
0 100.92 166
1 100.92 161
1 100.92 13
0 100.92 61
1 100.92 49
1 100.92 45
1 100.92 15
1 100.91 87
1 100.91 37
1 100.91 153
1 100.91 64
0 100.92 44
1 100.92 35
0 100.92 60
1 100.92 198
0 100.91 28
1 100.91 26
0 100.90 83
1 100.90 424
0 100.90 154
1 100.90 14
0 100.90 25
0 100.90 22
1 100.90 1928
1 100.90 80
0 100.90 188
1 100.90 20
1 100.90 35
1 100.90 43
0 100.91 80
0 100.91 133
0 100.91 247
0 100.91 25
1 100.91 107
0 100.91 145
1 100.89 90
1 100.90 74
1 100.90 88
1 100.89 322
0 100.90 131
1 100.88 29
0 100.89 112
1 100.89 58
1 100.89 35
1 100.89 107
1 100.89 68
1 100.88 215
1 100.88 15
1 100.89 97
0 100.88 11
0 100.89 32
1 100.88 17
1 100.88 44
1 100.88 39
0 100.87 5
0 100.86 13
0 100.87 61
1 100.88 302
1 100.88 111
0 100.88 22
0 100.88 62
0 100.88 62
1 100.88 70
0 100.88 95
0 100.88 14
1 100.88 225
0 100.88 90
1 100.88 19
0 100.88 69
0 100.88 26
0 100.89 16
1 100.89 162
1 100.89 27
0 100.89 203
1 100.89 5
0 100.89 26
0 100.88 24
0 100.89 32
1 100.89 16
0 100.89 94
1 100.89 191
1 100.89 230
1 100.89 55
0 100.89 37
1 100.89 146
1 100.89 165
0 100.88 22
1 100.89 33
0 100.89 33
0 100.88 70
0 100.88 63
0 100.87 121
1 100.87 66
1 100.87 342
1 100.87 65
1 100.87 35
0 100.88 16
1 100.88 61
0 100.88 44
1 100.88 22
1 100.88 62
0 100.89 90
0 100.89 63
1 100.90 102
1 100.90 59
0 100.89 249
0 100.89 23
0 100.89 26
1 100.89 35
0 100.88 51
0 100.89 64
1 100.89 19
0 100.88 12
0 100.88 627
0 100.87 118
1 100.87 51
0 100.87 11
1 100.87 2
1 100.87 88
1 100.87 347
1 100.88 50
1 100.88 80
1 100.87 19
0 100.86 53
0 100.86 32
0 100.85 101
0 100.86 500
0 100.87 18
0 100.86 18
0 100.87 63
0 100.87 26
1 100.87 37
1 100.87 32
0 100.86 14
0 100.85 41
1 100.85 15
1 100.86 123
1 100.86 148
0 100.86 11
1 100.86 83
1 100.86 9
0 100.87 28
0 100.87 86
0 100.86 183
0 100.87 221
0 100.87 51
1 100.87 22
1 100.87 16
0 100.87 93
0 100.87 213
0 100.87 194
1 100.87 79
1 100.87 130
0 100.87 22
0 100.88 383
0 100.87 123
0 100.88 120
1 100.89 40
1 100.88 62
1 100.88 213
0 100.87 18
1 100.87 77
1 100.87 11
1 100.87 34
1 100.87 82
1 100.87 75
0 100.86 102
1 100.87 30
1 100.87 88
1 100.87 46
0 100.88 141
0 100.88 119
1 100.88 28
0 100.88 75
0 100.88 37
0 100.87 20
0 100.87 224
1 100.88 78
1 100.88 78
0 100.88 32
0 100.87 31
0 100.86 35
0 100.87 52
0 100.87 550
0 100.87 31
0 100.87 81
1 100.87 4
0 100.88 41
1 100.87 30
0 100.87 48
1 100.87 98
1 100.87 136
0 100.87 188
1 100.87 539
0 100.88 16
0 100.88 32
0 100.87 59
0 100.87 55
1 100.87 141
1 100.86 68
1 100.86 17
0 100.85 22
0 100.86 34
0 100.85 288
0 100.85 72
0 100.85 45
0 100.85 20
1 100.85 404
0 100.85 56
0 100.84 176
1 100.84 18
0 100.84 375
1 100.83 14
0 100.84 187
0 100.83 66
0 100.84 72
0 100.83 72
0 100.83 305
1 100.84 107
0 100.83 20
0 100.84 20
0 100.83 25
0 100.83 27
1 100.83 332
1 100.83 80
0 100.83 56
1 100.83 81
0 100.83 115
0 100.83 191
0 100.83 258
0 100.83 25
0 100.84 417
0 100.84 125
0 100.83 50
0 100.84 13
1 100.83 102
1 100.83 43
1 100.84 77
1 100.83 14
0 100.84 35
1 100.84 134
0 100.84 8
0 100.84 19
0 100.84 11
0 100.84 72
0 100.84 134
0 100.84 31
0 100.83 63
0 100.83 439
0 100.82 74
0 100.82 45
0 100.83 73
1 100.83 56
0 100.84 91
1 100.83 77
1 100.83 62
0 100.83 95
0 100.84 391
0 100.84 172
0 100.85 634
0 100.85 8
0 100.84 286
1 100.85 18
0 100.84 111
1 100.84 21
1 100.84 29
0 100.84 38
1 100.84 180
0 100.83 88
1 100.83 98
1 100.83 6
0 100.83 50
1 100.82 78
1 100.82 50
1 100.83 48
0 100.83 47
0 100.83 88
0 100.84 58
0 100.84 330
1 100.84 18
0 100.84 59
0 100.84 30
0 100.83 23
1 100.84 97
1 100.84 18
1 100.85 352
1 100.85 63
1 100.85 43
1 100.85 48
1 100.86 83
1 100.87 126
0 100.86 42
1 100.86 87
0 100.86 9
1 100.85 313
0 100.85 16
0 100.85 74
0 100.85 96
1 100.85 242
0 100.85 29
1 100.85 87
0 100.85 48
0 100.84 31
0 100.83 129
1 100.83 11
0 100.83 282
0 100.84 28
1 100.84 121
1 100.84 43
1 100.84 88
0 100.83 205
1 100.84 103
1 100.83 41
1 100.83 140
0 100.83 107
1 100.83 37
0 100.83 172
1 100.83 10
0 100.83 27
1 100.83 65
0 100.83 42
1 100.83 44
1 100.84 116
1 100.84 100
0 100.83 70
0 100.83 11
1 100.83 43
1 100.83 17
0 100.83 98
0 100.84 55
0 100.84 134
1 100.85 255
1 100.85 236
0 100.85 433
1 100.86 19
1 100.87 105
1 100.87 35
1 100.86 261
1 100.86 105
1 100.86 159
1 100.86 42
1 100.86 67
1 100.87 159
1 100.86 64
0 100.86 20
0 100.86 404
0 100.86 9
0 100.86 281
1 100.86 47
1 100.85 34
1 100.85 81
0 100.84 18
0 100.84 92
0 100.84 1276
0 100.85 498
0 100.84 14
1 100.84 82
0 100.84 26
1 100.84 108
1 100.84 25
1 100.83 305
0 100.83 84
1 100.83 26
0 100.84 38
0 100.83 31
0 100.82 45
1 100.82 17
1 100.82 30
1 100.82 208
1 100.82 83
0 100.82 8
1 100.82 117
1 100.83 61
0 100.83 38
1 100.83 14
0 100.83 35
0 100.84 33
0 100.84 47
0 100.84 12
1 100.83 62
0 100.84 103
0 100.83 58
0 100.84 169
0 100.84 12
1 100.84 302
0 100.83 135
0 100.84 68
1 100.84 48
1 100.84 45
0 100.84 214
0 100.84 110
0 100.85 51
0 100.85 5
1 100.85 44
0 100.85 25
0 100.84 50
1 100.84 70
1 100.84 180
0 100.84 15
1 100.84 24
0 100.85 132
1 100.85 224
0 100.85 106
0 100.85 62
1 100.85 42
0 100.86 61
1 100.85 178
0 100.85 42
1 100.85 117
1 100.86 61
0 100.85 80
0 100.85 106
1 100.85 70
0 100.85 52
0 100.85 135
1 100.85 35
1 100.85 62
0 100.85 84
0 100.86 21
1 100.85 234
1 100.84 35
0 100.84 51
1 100.84 12
0 100.84 148
1 100.83 332
1 100.84 15
1 100.84 21
0 100.84 51
1 100.83 37
0 100.83 38
1 100.83 9
1 100.83 34
0 100.84 377
0 100.83 36
0 100.83 314
1 100.83 24
0 100.82 108
0 100.83 16
0 100.83 62
0 100.84 73
0 100.84 25
1 100.83 53
0 100.83 14
1 100.83 7
1 100.84 12
1 100.84 48
0 100.84 16
0 100.85 37
0 100.84 63
